Index,Time_ms,Operations
985,0,000600,30
986,0,000500,28
987,0,000500,30
988,0,000400,30
989,0,000500,30
990,0,000500,30
991,0,000400,30
992,0,000400,30
993,0,000400,28
994,0,000400,28
995,0,000400,28
996,0,000400,28
997,0,000300,28
998,0,000400,28
999,0,000400,28
